id,raw_sentence,processed_sentence
9496,There are special regions uniquely and imposingly designed for the children .,special region uniquely imposingly design child
9497,They can spend many hours enjoying the Disney world magic .,spend many hour enjoy disney world magic
9498,These theme parks have all types of facilities .,theme park type facility
9499,"Video shows , cartoon stories , wonderful games and many such facilities .",video show cartoon story wonderful game many facility
9500,It is really an entertainment for the kids .,really entertainment kid
9501,The amusing world of cartoons and stories will be a memorable experience for the children .,amusing world cartoon story memorable experience child
9502,There are other amnesties also .,amnesty also
9503,"These include space for dances and music , bar facility , gambling facilities for the elder , spaciously made open area aboard and many such nice facilities .",include space dance music bar facility gambling facility elder spaciously make open area aboard many nice facility
9504,Also one can keep their privacy in the cabins and make the time in seclusion .,also one keep privacy cabin make time seclusion
9505,To relax and to rejuvenate Disney cruise are the best option .,relax rejuvenate disney cruise good option
9506,There are many online sites offering the booking facility with affordable rates .,many online site offer booking facility affordable rate
9507,You can select the proper route and travel plans by consulting the agents prior to the booking ........,select proper route travel plan consult agent prior booking
9508,"Off season is good , however , the Disney cruises are almost ALWAYS completely booked .",season good however disney cruise almost always completely book
9509,"I would suggest a warmer season , but not Spring Break or early summer .",would suggest warm season spring break early summer
9510,You may also want to avoid Thanksgiving week and the Christmas holidays .,may also want avoid thanksgiving week christmas holiday
9511,"We REALLY enjoyed our balcony -- coffee in the mornings , drinks at night , standing outside when docking and leaving port -- however , it is quite a bit more expensive .",really enjoy balcony coffee morning drink night stand outside dock leave port however quite bit expensive
9512,"With young ones , I would definitely get a window or view room so they can see outside .",young one would definitely get window view room see outside
9513,Check out the kids ' space as soon as you get onboard .,check kid 's space soon get onboard
9514,Do NOT feel guilty about taking them there .,feel guilty take
9515,"They have a BLAST so the sooner they get there , the sooner they can have fun .",blast soon get soon fun
9516,"We liked getting the late dinner seating , so you have more time to see movies and stuff but if your kids are ' early to bed ' you may want the earlier seating for dinners .",like get late dinner seating time see movie stuff kid early bed may want early seating dinner
9517,Bring some sort of magnet or small magnetic whiteboard for your door .,bring sort magnet small magnetic whiteboard door
9518,All of the doors tend to look alike and having ' something ' on your door helps you and your kids find your room easier .,door tend look alike something door help kid find room easy
9519,You can also leave notes for the rest of your family ( husband ) about where you are at any given point .,also leave note rest family husband give point
9520,Cell phones do NOT work on board but they give you a ' walkie - talkie ' kind of phone in your room that WILL work onboard .,cell phone work board give walkie talkie kind phone room work onboard
9521,Each evening you will get a ' magazine ' called The Navigator which lists all of the activities for the next day .,evening get magazine call navigator list activity next day
9522,We always took ours to dinner and discussed what things we felt we ' had ' to do and which ones we felt like skipping in lieu of just chilling .,always take dinner discuss thing feel one feel like skip lieu chill
9523,Any time would be great .,time would great
